CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
13.330.848/0001-20,Cabrun Conteudos Editoriais e Multimidia Ltda,,R Zanzibar,170,,Casa Verde,São Paulo,SP,02512-010,cabrun@cabrunconteudos.com.br,,Mídia e Entretenimento,Edição de revistas,08/02/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 2000,00",1-10
11.989.986/0001-90,Lazzaro Documentos e Publicidade Ltda,Phoenix Assessoria Publicitaria,R Baruel,544,Sala: 65;,Vila Costa,Suzano,SP,08675-000,atendimento@phoenixpublicidade.com.br,,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,21/05/2010,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
08.676.523/0001-64,Valle Food Comercial Importacao e Exportacao Ltda,,Coronel Lucas de Oliveira,1678,Sala 301,Petropolis,Porto Alegre,RS,90460-000,leandro@vallefood.com.br,(51) 3212-6403,Alimentos e Bebidas,Comércio atacadista especializado em outros produtos alimentícios ,22/02/2007,Demais,Não optante,Sociedade Empresária Limitada,"R$ 29456,00",
31.902.214/0001-87,Baze Tecnologia e Servicos Integrados de Saude Eireli,Edoctors,Voluntarios da Patria,2525,Andar 8,Santana,São Paulo,SP,02401-000,marcosmunhoz@edoctors.com.br,(11) 2997-8030,Serviços Empresariais,Preparação de documentos e serviços especializados de apoio administrativo ,30/10/2018,Demais,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
05.575.916/0001-93,Secretaria de Estado de Comunicacao-secom,Secretaria de Estado de Comunicacao - Secom,Av Doutor Freitas,2531,,Pedreira,Belem,PA,66087-812,jornalismo@agenciapara.com.br,(91) 3202-0900,Governamental,Administração pública em geral,24/01/2003,Demais,Não optante,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,,
01.238.225/0001-43,Impat Eletronica Ltda,,R Padre Serrao,178,,Ipiranga,São Paulo,SP,04265-050,daniel@manjatudo.com.br,,Fábricas e Indústrias,"Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios",31/05/1996,Micro empresa,Optante,Sociedade Empresária Limitada,,
18.037.851/0001-74,Addsys Solucoes em Tecnologia Ltda,,Giselia Gomes Barros Bahia,544,,Ipanema,Aracatuba,SP,16052-120,feracini@addsys.com.br,(18) 98143-6596,Informática,Desenvolvimento de programas de computador sob encomenda,02/05/2013,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
06.265.327/0001-71,Apc Agencia Premium Comunicacao Ltda,Apc Agencia Premium Comunicacao,R Visconde do Serro Frio,313,,Novo Mundo,Curitiba,PR,81050-080,secretaria@littlekidsbilingue.com.br,(41) 3253-3030,Serviços Empresariais,Agências de publicidade,07/05/2004,Micro empresa,Excluído,Sociedade Empresária Limitada,,
19.005.966/0001-40,Antonio Dias Administracao de Imoveis Ltda,,R Marechal Deodoro,447,1 Ad Salas 2 e 3,Centro,Juíz de Fora,MG,36013-001,contato@antoniodiasimoveis.com.br,(32) 3215-4962,Imobiliárias,Corretagem no aluguel de imóveis,26/01/1976,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
27.538.503/0001-71,Rs Construtora e Incorporadora Ltda,Rs,Av Nossa Senhora da Penha,714,Salas 1106 A 1115,Praia do Canto,Vitória,ES,29055-170,administrativo@rsconstrutora.com.br,(27) 2121-2555,Construção Civil,Incorporação de empreendimentos imobiliários,11/05/1979,Demais,Não optante,Sociedade Empresária Limitada,"R$ 11082637,00",201-500
35.246.933/0001-48,W F Projetos Calculos e Construcoes Ltda,Wf Ambiental,R Joao Henrique da Silva,11,,Pajucara,Maracanaú,CE,61932-270,contato@wfprojetos.com.br,(85) 3535-4252,Energia,Coleta de resíduos não-perigosos,15/08/1990,Demais,Excluído,Sociedade Empresária Limitada,"R$ 3000000,00",
90.192.816/0001-57,Antonini Industria e Comercio de Embalagens Ltda,,do Lami,5698,,Boa Vista do Sul,Porto Alegre,RS,91785-600,o.antonini@tubospel.com.br,(51) 99987-2656,Fábricas e Indústrias,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado ",21/11/1984,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 250000,00",
60.936.929/0001-59,Crisan Comercial Industrial Ltda,,R Benedito Guedes de Oliveira,453,,Vila Palmeiras,São Paulo,SP,02727-030,contato@crisan.com.br,(11) 2983-4446,Agronegócios,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",12/07/1989,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 6000,00",
35.067.848/0001-12,Moda e Forma Roupas e Acessorios - Eireli,Moda e Forma,Brasilia,1935,,Centro,Medianeira,PR,85884-000,ana@modaeforma.com.br,(45) 99132-6503,Moda e Indústria Têxtil,Comércio varejista de artigos do vestuário e acessórios,02/10/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
30.013.693/0001-18,Florianopolis Formaturas e Eventos Ltda,Ticomia Florianopolis,Conselheiro Mafra,220,Sala 807,Centro,Florianopolis,SC,88010-100,contato@mwpromoeventos.com.br,(48) 3234-2132,Eventos,"Serviços de organização de feiras, congressos, exposições e festas",22/03/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 300000,00",
04.802.557/0001-05,Sano Alimentos Ltda,Sano Alimentos,R Negrinho de Freitas,151,,Cidade Nova,Patos de Minas,MG,38706-418,sano@sanoalimentos.com.br,(34) 3061-4595,Atacado e Distribuição,Comércio atacadista de carnes bovinas e suínas e derivados,27/11/2001,Demais,Não optante,Sociedade Empresária Limitada,"R$ 500000,00",
77.484.871/0001-52,Associacao dos Engenheiros e Arquitetos de Ponta Grossa,,R Balduino Taques,500,,Centro,Ponta Grossa,PR,84010-050,comunicacao@aeapg.org.br,(42) 3025-7744,Serviços Empresariais,Outras atividades associativas profissionais,23/03/1977,Demais,Não optante,Associação Privada,,
10.540.164/0001-65,Ellite Produtos Agropecuarios Ltda,Ellite Agropecuaria,Av 22 de Abril,685,Esq.c/r.marcos Viera,Cristo Rei,Laguna Carapa,MS,79920-000,juliano@elliteagropecuaria.com.br,(67) 3431-1004,Atacado e Distribuição,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",17/12/2008,Demais,Não optante,Sociedade Empresária Limitada,"R$ 100000,00",
85.135.606/0001-97,Sistema Informatica Empresarial Ltda,,R Joao Cechinel,506,,Pio Correa,Criciúma,SC,88811-500,sistemainfo@sistemainfo.com.br,(48) 2101-6770,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,15/08/1991,Demais,Excluído,Sociedade Empresária Limitada,,51-200
36.487.974/0001-99,Alexandre Henrique Moura da Silva Ltda,Popcorn Gourmet,"Rua 210, Qs 01, Pistao Sul, Lote",40,Quiosq09,Taguatinga,Brasília,DF,71950-904,alexandre@accontece.com.br,(62) 98167-4818,Varejo,Serviços ambulantes de alimentação,27/02/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 4000,00",
15.564.740/0001-28,Ceesp - Centro Educacional do Estado de Sao Paulo Eireli,"Centro de Formacao Cultural, Educacionale Teologica",R Minas Gerais,04,,Conjunto Habitacional Presidente Castelo Branco,Carapicuíba,SP,06326-240,marketing@ceesp.net.br,,Educação,"Atividades de apoio à educação, exceto caixas escolares",07/05/2012,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 70000,00",
23.237.503/0001-80,Moch Group Tecnologia Cirurgica Eireli,Moch Group,Coronel Antonio Rodrigues,145,Sala 108,Malva,Picos,PI,64600-318,ewerton.marcos@mochgroup.com.br,(11) 99374-9449,Medicina e Saúde,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",08/09/2015,Empresa de pequeno porte,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
94.475.373/0001-62,Luiz Fernando Farias,Papa Goiaba,R Daltro Filho,45,Sala 02,Centro,Campo Bom,RS,93700-000,comercial@papagoiaba.com.br,(51) 3598-5067,Moda e Indústria Têxtil,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",19/02/1992,Empresa de pequeno porte,Excluído,Empresário Individual,,
10.727.020/0001-12,Agroindustria e Comercio Costa Nobre Ltda,Agroindustria e Comercio Costa Nobre,"Rod Br 386 Km 318,2",S/N,,Linha Bastos,Marques de Souza,RS,95923-000,costanobre@costanobre.ind.br,,Fábricas e Indústrias,Fabricação de açúcar em bruto,16/03/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 120000,00",
07.540.424/0001-98,Transcatarina Transportes Ltda,,Av Felipe Schmidt,1739,Andar: 1; Sala: 4;,Centro,Braço do Norte,SC,88750-000,tulio@gt-inside.com.br,,Transporte e Logística,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",05/08/2005,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
59.661.264/0001-39,Vepan Eletro Tecnica Ltda,,R Flor de Noiva,1000,,Quinta da B Vista,Itaquaquecetuba,SP,08597-630,renato@vepan.com.br,(11) 4645-2141,Energia,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,04/11/1988,Demais,Não optante,Sociedade Empresária Limitada,"R$ 200000,00",
05.637.324/0001-59,Vstch Solucoes em Informatica Eireli,Visotech Solucoes em Informatica,Srtvn Quadra 701 Conjunto C,124,Sala 126 Ala B,Asa Norte,Brasília,DF,70719-030,mgoncalves@visotech.com.br,(61) 3342-1407,Eletro-eletrônica,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",05/05/2003,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
17.277.258/0001-32,Cadis Organizacao de Documentos Ltda.,,Baltazar Lisboa,141,: /147; : 1. Andar; : Conj. 11 e 12;,Vila Mariana,São Paulo,SP,04110-060,francisco.landim@cadis.com.br,(11) 5089-2600,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",19/11/2012,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 4000,00",
06.330.238/0001-61,P & F Comercio e Servicos de Maquinas e Ferramentas Ltda,Marcone Ayris,Catulo da Paixao Cearense,941,,Jardim Atlantico,Olinda,PE,53140-130,marly.ayris@marconeayris.com.br,(81) 3432-3504,Varejo,Comércio a varejo de pneumáticos e câmaras-de-ar,21/06/2004,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
43.267.467/0001-05,Taberna Baska Ltda,,R Europa,26,Esquina Com Av Vicente de Carvalho,Praia do Sonho,Itanhaém,SP,11740-000,contato@tabernabaska.com.br,(13) 3422-4890,Varejo,Restaurantes e similares,28/03/1980,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
09.137.157/0001-38,Ps Comercio de Artigos Para Decoracao Ltda,,R Silveira da Mota,398,,Cambuci,São Paulo,SP,01521-010,prolux@proluxpersianas.com.br,(11) 3892-8322,Decoração,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",24/07/2007,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
15.821.745/0001-99,Emartim - Solucoes em Tecnologia Ltda,,Tiradentes,1200,Andar 12 Sala 126 Anexo I,Centro,Piracicaba,SP,13400-765,rodrigo@emartim.com.br,(19) 2532-2991,Informática,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",21/06/2012,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 31000,00",
62.108.238/0001-92,Lumad Linotipadora e Servicos Graficos Ltda,,Av Bernardino de Campos,443,,Centro,Amparo,SP,13900-400,redacao@at.com.br,(19) 3808-2780,Mídia e Entretenimento,Edição integrada à impressão de jornais diários,20/12/1989,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 22000,00",
02.009.721/0001-98,Master Expresso Comercial Eireli,Master Expresso Comercial,R Clodomiro Amazonas,1158,Lj 49,Itaim Bibi,São Paulo,SP,04537-012,masterexpresso@masterexpresso.com.br,(11) 2177-0800,Máquinas e Equipamentos,Comércio atacadista de outras máquinas e equipamentos ; partes e peças,24/07/1997,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 70000,00",
05.304.111/0001-05,Prevencao Tatica - Seguranca e Vigilancia Ltda,Prevencao Tatica,Av Nossa Senhora da Gloria,2881,,Cavaleiros,Macaé,RJ,27920-360,administracao@prevencaotatica.com.br,(22) 2762-4454,Serviços Empresariais,Atividades de vigilância e segurança privada,13/09/2002,Demais,Não optante,Sociedade Empresária Limitada,"R$ 328000,00",
05.213.722/0001-48,Ressolever Comercio e Industria Ltda,,R Hugo Ramos,12,A Lot Vila de Sena,Itinga,Lauro de Freitas,BA,42700-000,contato@confortintimo.com.br,(71) 3288-9337,Fábricas e Indústrias,Fabricação de sabões e detergentes sintéticos,30/07/2002,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 20000,00",8
03.326.815/0001-53,Tribunal Regional do Trabalho 14a Regiao,Justica do Trabalho,R Almirante Barroso 600,600,,Mocambo,Porto Velho,RO,76801-901,alessandro.thaddeu@trt14.jus.br,(69) 3218-6300,Governamental,Justiça,10/08/1999,Demais,Não optante,Órgão Público do Poder Judiciário Federal,,
02.363.155/0001-18,Newfield Consulting Ltda,,R Rui Barbosa,544,Ap. 82,Agronomica,Florianópolis,SC,88025-301,marcia@newfield.com.br,(48) 3334-8998,Educação,Treinamento em desenvolvimento profissional e gerencial,10/02/1998,Micro empresa,Optante,Sociedade Empresária Limitada,,
08.834.230/0001-68,Macena e Reis Servicos Ltda,Inset.com,Pau Brasil,13 A,,Cha da Jaqueira,Maceio,AL,57018-544,gilda@inset.com,(82) 3358-6025,Construção Civil,Imunização e controle de pragas urbanas,18/05/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
11.649.768/0001-07,Oliveira & Sampaio de Transportes e Logistica Ltda,,Casa Verde,463,Sala B,Casa Verde,São Paulo,SP,02519-000,fagna.senia@islogistica.com.br,(11) 3585-2750,Serviços Empresariais,Locação de mão de obra temporária,11/01/2010,Demais,Não optante,Sociedade Empresária Limitada,"R$ 526238,00",
35.435.686/0001-28,Partner Multi Servicos Eireli,,Isidoro de Lara,379,Letra A,Conjunto Residencial Jose Bonifacio,São Paulo,SP,08253-250,partner@partner.com.br,(11) 3253-3254,Varejo,Comércio varejista de materiais de construção em geral,06/11/2019,Empresa de pequeno porte,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
01.431.086/0001-70,Hotel Pousada Bonsai Ltda,Hotel Pousada Bonsai,R Xv de Novembro,564,,Centro,Bonito,MS,79290-000,bonito@hotelbonsai.com.br,,Viagem e Turismo,Hotéis,17/09/1996,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
04.281.684/0001-06,Andorinha Fabricacao de Embalagens Ltda,Andorinha,R Rui Ildefonso Martins Lisboa,983,1001 Fd.966,Chacaras Campos dos Amarais,Campinas,SP,13082-020,graficandorinha@graficandorinha.com.br,,Papel,Fabricação de embalagens de cartolina e papel-cartão,05/02/2001,Demais,Excluído,Sociedade Empresária Limitada,"R$ 400000,00",
23.311.631/0001-27,Renova Casa e Construcao Ltda,C3 Atacado,Eugenio Berger,260,Sala 01,Scharlau,Sao Leopoldo,RS,93125-480,administrativo@renovacasaeconstrucao.com.br,(51) 3091-6655,Materiais de Construção,Comércio varejista de materiais de construção ,21/09/2015,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 3000,00",
10.996.074/0001-83,Jwm Solucoes Interativas Ltda,Jwm Solucoes Interativas Ltda,Av Sete de Setembro,4698,Sala 908,Batel,Curitiba,PR,80240-000,contato@grupodag.com.br,(41) 98402-2318,Mídia e Entretenimento,"Edição de cadastros, listas e de outros produtos gráficos",22/06/2009,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 13000,00",
16.651.002/0001-80,Cooperativa de Economia e Credito Mutuo dos Servidores Municipais de Itabira Ltda - Sicoob Cosemi,Sicoob Cosemi,Pc Mario Carvalho Azevedo de Barros,17,,Quatorze de Fevereiro,Itabira,MG,35900-242,contato@cosemi.com.br,,Serviços Financeiros,Cooperativas de crédito mútuo,24/03/1981,Demais,Não optante,Cooperativa,,
24.912.890/0001-76,Magic Words Escola de Idiomas Ltda,Magic Words,Manoel Elias,2200,Apt 1301 Bloco 03,Jardim Leopoldina,Porto Alegre,RS,91240-261,lucianomuller@magicwords.com.br,(51) 99980-7622,Educação,Ensino de idiomas,31/05/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
27.569.602/0001-10,R S Cavalcante Eireli,Despachante Fama,Mamao,111,,Morada do Sol,Rio Branco,AC,69901-109,despachante@xapurimotors.com.br,(68) 99238-9448,Serviços Empresariais,Outras atividades de serviços prestados principalmente às empresas ,20/04/2017,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
01.011.189/0001-80,Mega Industria de Alimentos Ltda,,R Paralela Oeste Perimetral,4801,,Santa Rita,Maraú,RS,99150-000,vendas@docesmega.com.br,(54) 3342-2700,Fábricas e Indústrias,Fabricação de outros produtos alimentícios ,16/01/1996,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 500000,00",46
04.195.280/0001-91,Haupt Escobar Restaurante Ltda,Restaurante Laguna,Ilha da Gigoia,34,,Barra da Tijuca,Rio de Janeiro,RJ,22641-002,contato@restaurantelaguna.com.br,(21) 2495-1229,Alimentos e Bebidas,Restaurantes e similares,08/12/2000,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 40000,00",
14.797.622/0001-05,Agencia I7 Fotografias Ltda,,Artur Alvim,350,Apt 301 Bloco B,Sagrada Familia,Belo Horizonte,MG,31035-305,financeiro@agenciai7.com.br,(31) 3446-2743,Eventos,"Atividades de produção de fotografias, exceto aérea e submarina",22/12/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 160000,00",
17.426.885/0001-98,Rafamed Hospitalar Eireli,Rafamed Hospitalar,R Maria Lanziotti Barra,110,Loja: Loja;,Santa Cruz,Juíz de Fora,MG,36088-230,rafael@rafamed.com.br,(32) 3222-8840,Decoração,Comércio varejista de outros produtos ,17/01/2013,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
68.680.800/0001-34,Mercury Administradora e Corretora de Seguros Sociedade Simples Ltda,,Av Winston Churchill,2730,Sala 11,Capao Raso,Curitiba,PR,81150-050,mercury@mercuryseguros.com.br,(41) 3045-9477,Serviços Financeiros,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",26/11/1992,Micro empresa,Optante,Sociedade Simples Limitada,,
01.688.518/0001-22,Mg-marmores e Granitos Ltda,,R Paraiso,74,,Jardim Canada,Nova Lima,MG,34007-788,anapaula@mgmarmores.com.br,(31) 3541-8900,Fábricas e Indústrias,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",04/09/1996,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2332768,00",40
03.366.735/0001-21,Servico de Oncologia Medica Mais Tratamento da Dor Oncologica Ltda,Soma,R Menino Deus,63,Sala 209,Centro,Florianópolis,SC,88020-210,contato@clinicasoma.com.br,(48) 3223-6072,Medicina e Saúde,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",30/08/1999,Demais,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
