CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
09.596.047/0001-34,Value Imoveis Ltda.,Value Imoveis,Jose Domakoski,955,Casa,Campina do Siqueira,Curitiba,PR,80730-255,belasque@valueimoveis.com.br,(41) 99212-1010,Imobiliárias,Corretagem na compra e venda e avaliação de imóveis,22/01/2008,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
27.136.782/0001-47,Perfeito Corretora de Seguros Ltda,Perfeito Seguros,R dos Estudantes,695,Sala 10,Jardim Campos Verdes,Hortolândia,SP,13186-170,marcos@perfeitoseguros.com.br,,Economia e Finanças,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",17/02/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
17.288.305/0001-43,Coelho Veloz Confeccoes e Comercio de Vestuario em Geral Ltda,Racing Rabbit,R Antonia Pires de Campos,71,,Vila Maria,Jaú,SP,17208-280,vendasonline@coelhoveloz.com.br,,Moda e Indústria Têxtil,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",21/11/2012,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
50.953.983/0001-59,Julio Barboza Empreendimentos Imobiliarios Ltda,Julio Barboza Imoveis,R Inhambu,618,,Moema,São Paulo,SP,04520-012,luciano@juliobarboza.com.br,(11) 2459-3956,Construção Civil,Corretagem no aluguel de imóveis,16/09/1982,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 50000,00",
33.334.494/0001-08,Vertical Consultoria Empresarial e Cursos Profissionalizantes Eireli,Vertical Consultoria Condominial,Luis Viana Filho,6462,Sala 1421,Patamares,Salvador,BA,41680-400,marcos@verticalcondominial.com.br,(71) 99645-4545,Serviços Empresariais,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",11/04/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
00.824.351/0001-17,Artescritorio Ltda,Amparo-60,R Artur Muniz,82,Andar 1 Sala 13 e 14,Boa Viagem,Recife,PE,51111-190,vendas@amparo60.com.br,,Varejo,Comércio varejista de objetos de arte,26/09/1995,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
04.907.681/0001-27,Interlogbrasil Transportes Internacionais Ltda.,Interlogbrasil,Praia de Belas,1212,Conj 1422,Praia de Belas,Porto Alegre,RS,90110-000,francisco@interlogbrasil.com,(51) 3024-6443,Transporte e Logística,Atividades de despachantes aduaneiros,21/01/2002,Demais,Optante,Sociedade Empresária Limitada,,
08.807.225/0001-66,Contratte - Limpeza e Servicos Ltda.,,R Joao Gurgel,2326,,Santana,Araraquara,SP,14801-405,contato@contratte.com.br,(16) 3331-3692,Construção Civil,Imunização e controle de pragas urbanas,02/05/2007,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 14000,00",
11.762.091/0001-19,I T Solutions Telecom Ltda,I T Solutions Telecom Ltda,Prof Clovis Ribeiro,30,,Vila Santa Maria,São Paulo,SP,02561-070,tatiane@itsolutionstelecom.com.br,(11) 3855-6200,Máquinas e Equipamentos,Comércio varejista especializado de equipamentos e suprimentos de informática,18/03/2010,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 10000,00",
10.233.131/0001-72,Blm - Beach Lounge Maresias Restaurante Ltda.,Blm,Paqueta,22,Sala A,Maresias,Sao Sebastiao,SP,11600-200,eb@deltamaresias.com.br,(12) 3865-6197,Varejo,Restaurantes e similares,30/07/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 461538,00",
04.895.369/0001-60,Fernando Delosbel & Cia Ltda,Agroconsult,04 C,95,,Centro,Agua Boa,MT,78635-000,fernando.delosbel@gruposinagro.com.br,(66) 3468-3965,Serviços Empresariais,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,14/02/2002,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 15000,00",
13.255.370/0001-11,Imapack Industria e Comercio de Maquinas Automaticas Ltda,Imapack Maquinas Automaticas,Dr. Waldomiro Franco da Silveira,320,,Recreio Estoril,Atibaia,SP,12944-110,israel@imapack.com.br,(11) 4412-9585,Fábricas e Indústrias,"Fabricação de máquinas e equipamentos para uso industrial específico , peças e acessórios",16/12/2010,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 50000,00",
05.166.926/0001-75,Borges & Poletto Advogados Associados,,Av Rio Branco,404,Sala 704,Centro,Florianópolis,SC,88015-200,advogados@borgesepoletto.com.br,(48) 3206-8034,Serviços Empresariais,Serviços advocatícios,15/07/2002,Micro empresa,Optante,Sociedade Simples Limitada,,
62.862.891/0001-42,A.m.parron Confeccoes Ltda,Am Parron,Av Aclimacao,277,,Jardim Estadio,Santo André,SP,09172-030,amp@amparron.com.br,(11) 4971-0652,Moda e Indústria Têxtil,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",08/05/1990,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",
14.127.813/0001-51,Getninjas Atividades de Internet Ltda.,,Av Reboucas,2472,,Pinheiros,São Paulo,SP,05402-300,feedback@getninjas.com.br,(11) 3791-7315,Informática,"Portais, provedores de conteúdo e outros serviços de informação na internet",25/07/2011,Demais,Não optante,Sociedade Anônima Fechada,"R$ 34680860,00",51-200
15.587.530/0001-55,Talhas Lift Equipamentos e Acessorios Eireli,,Doutor Ladislau Reti,314,Conj 02,Parque Alexandre,Cotia,SP,06714-150,orcamento1@talhaslift.com.br,(11) 2690-0699,Fábricas e Indústrias,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",08/05/2012,Demais,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 110000,00",
05.240.884/0001-75,Oriagro Comercio de Insumos Agricolas Ltda,,Rod Br 158,1882,,Jardim N.s.aparecida,Campo Mourão,PR,87309-650,contato@oriagro.com.br,(44) 3523-7979,Atacado e Distribuição,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",21/08/2002,Micro empresa,Excluído,Sociedade Empresária Limitada,,
65.154.205/0001-77,Circuito Integrado Comunicacao Ltda,Cativa Imagem,Av Brasil,709,Sala: 1301;,Santa Efigenia,Belo Horizonte,MG,30140-000,junia@circuitointegrado.com.br,(27) 3026-4364,Informática,Outras atividades de prestação de serviços de informação ,25/04/1991,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
06.229.391/0001-05,Lma Centro de Condicionamento Fisico Ltda,Bios - Centro de Condicionamento Fisico,"R Soares da Costa,",25,Salas 201a 204,Tijuca,Rio de Janeiro,RJ,20520-100,saenspena@biosonline.com.br,(21) 2567-3136,Esportes,Atividades de condicionamento físico,29/03/2004,Micro empresa,Optante,Sociedade Simples Limitada,,
35.261.088/0001-80,Ibenezath Pizzaria & Choperia Eireli,Figata Pizza & Piatti,Carlos Gomes de Sa,335,Sala 101 Edif Centro Empresarial,Mata da Praia,Vitoria,ES,29066-040,diretoria@figata.com.br,(27) 3376-4451,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,21/10/2019,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
61.605.481/0001-53,Sigper Industria e Comercio de Estruturas Metalicas Ltda.,,R Atilio Simonetti (prq Ind Araucarea),503,Lote 21 Quadrac,Laranjeiras,Caieiras,SP,07747-100,qualidade@sigper.ind.br,,Metalúrgica e Mecânica,Fabricação de estruturas metálicas,07/11/1989,Demais,Não optante,Sociedade Empresária Limitada,"R$ 600000,00",
39.075.593/0001-90,Farol Empreendimentos Eireli,,R Gildasio Amado,55,Sala 2006,Barra da Tijuca,Rio de Janeiro,RJ,22631-020,farol.rj@farolmidiaexterior.com.br,(21) 3874-2898,Serviços Empresariais,Outras atividades de publicidade ,19/10/1990,Empresa de pequeno porte,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,
34.904.569/0001-01,Italumens Industria e Comercio de Equipamentos de Seguranca Eireli,Italumens,410,27,Sala 01,Morretes,Itapema,SC,88220-000,adm@italumens.com.br,(47) 3368-1597,Atacado e Distribuição,Comércio atacadista especializado em outros produtos intermediários ,18/09/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
08.947.501/0001-91,Santo Emiliano Empreendimento Imobiliario S.a.,,Americo Brasiliense,223,,Centro,Ribeirão Preto,SP,14015-050,duilio.santos@santaemiliahonda.com.br,(16) 3977-1668,Construção Civil,Incorporação de empreendimentos imobiliários,04/07/2007,Demais,Não optante,Sociedade Anônima Fechada,"R$ 86873218,00",
07.033.790/0001-50,"Sawafish Comercial, Importadora e Exportadora de Produtos do Mar - Eireli",Sawafish Pescados,R Antonio Frederico,254,,Vila Inpedencia,São Paulo,SP,04224-030,atendimento@kenkohpescados.com.br,(11) 2116-1600,Importadoras e Exportadoras,Comércio atacadista de pescados e frutos do mar,27/08/2004,Demais,Não optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 78800,00",
10.463.649/0001-00,Toledo e Magalhaes Tecnologia da Informacao Ltda,,Pc da Crianca,48,Sala: 02;,Jd Santo Antonio,Santa Rita do Sapucaí,MG,37540-000,alexandre@tmati.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,10/11/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
10.431.280/0001-46,Boutique Acessorios Ltda,,R Luiz Bettega,403,Ponto de Contato,Vila Aparecida,Ribeirão Pires,SP,09406-110,fabio@motohelmets.com.br,,Varejo,Comércio varejista de artigos do vestuário e acessórios,21/10/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 15000,00",
10.624.410/0001-67,Noce e Caldas Ltda,Contabilidade Noce,R Atilio Borio,1819,,Juveve,Curitiba,PR,80040-132,contato@contabilidadenoce.com.br,,Contabilidade,Atividades de contabilidade,30/01/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",1-10
32.849.976/0001-20,Techmart - Avaliacao Imobiliaria & Informatica - Eireli,Techmart,Ligia,130,,Penha,Belo Horizonte,MG,31920-380,glaydson@techmart.com.br,(31) 99243-1562,Eletro-eletrônica,Reparação e manutenção de computadores e de equipamentos periféricos,21/02/2019,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
27.158.729/0001-47,Llc Servicos de Engenharia Ltda,Energetika,Senador Ruy Carneiro,300,Sala 111 Edif Trade Office Center,Miramar,Joao Pessoa,PB,58032-101,luciano@energetika.com.br,(83) 98790-9204,Construção Civil,Serviços de engenharia,21/02/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 200000,00",
03.836.663/0001-39,Anemus Engenharia e Consultoria Ltda,Anemus,R Voluntarios da Patria,350,Sala 40,Centro,Cuiabá,MT,78005-180,central@anemus.com.br,,Engenharia,Serviços de engenharia,10/05/2000,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 200000,00",
36.955.942/0001-70,Neves Cont Contabilidade Ltda,Neves Cont,Nelson Raineri,716,Bloco A,Recanto Vista Alegre,Cotia,SP,06702-155,contato@nevescont.com.br,(11) 5636-0204,Serviços Empresariais,Atividades de contabilidade,17/04/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
17.898.088/0001-03,Prana Gestao Ocupacional Ltda,5a Essence,R Arizona,1426,Conj 92 Edif Gold Center,Cidade Moncoes,São Paulo,SP,04567-003,juliano.costa@5aessence.com.br,,Medicina e Saúde,Atividade médica ambulatorial restrita a consultas,09/04/2013,Demais,Não optante,Sociedade Empresária Limitada,"R$ 135000,00",
06.312.160/0001-52,Cbc - Consultoria e Planejamento Ambiental Ltda,Cbc Ambiental,R Ronise Motta Pegoraro de Souza,4-55,,Distrito Industrial Iii,Bauru,SP,17064-853,cbc@cbcambiental.com.br,(14) 3214-3124,Engenharia,Serviços de engenharia,04/06/2004,Empresa de pequeno porte,Não optante,Sociedade Simples Limitada,"R$ 300000,00",
40.220.964/0001-60,Peopleware Tecnologia e Servicos de Informatica Ltda,Peopleware,Av Rio Branco,37,Andar 17,Centro,Rio de Janeiro,RJ,20090-003,bancodetalentos@ppware.com.br,(21) 2217-5500,Informática,Desenvolvimento de programas de computador sob encomenda,02/05/1991,Demais,Não optante,Sociedade Empresária Limitada,"R$ 700000,00",
04.895.434/0001-58,Conseiller Tecnologia da Informacao e Conhecimento Ltda,Conseiller,R Visconde de Nacar,865,Conj 803 8 Andar,Centro,Curitiba,PR,80410-201,conseiller@conseiller.com.br,(41) 3014-6514,Informática,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",07/02/2002,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",11-50
02.323.218/0001-02,L. da S. Machado - Magazine - Eireli,Cegonha Feliz,R Antonio de Barros,24,,Tatuape,São Paulo,SP,03089-000,atendimento@cegonhafeliz.com.br,(11) 2532-5314,Varejo,Lojas de departamentos ou magazines,19/01/1998,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 80000,00",
31.775.109/0001-24,Armani Hotel Ltda,,Av Prefeito Samuel Batista Cruz,2801,,Nossa Senhora da Conceicao,Linhares,ES,29900-517,reservas@hotelconceicao.com.br,(27) 2103-4400,Viagem e Turismo,Hotéis,21/09/1988,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
04.756.872/0001-35,Toyoda Informatica Ltda,,R Rio Grande,551,,Vila Clementino,São Paulo,SP,04018-001,giulio@loffreda.com.br,,Eletro-eletrônica,Reparação e manutenção de computadores e de equipamentos periféricos,16/10/2001,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 2000,00",
09.632.388/0001-18,Agm3 Locacao de Veiculos e Servicos Ltda,Agm3 Solucoes,Av Dom Helder Camara,2725,Parte,Maria da Graca,Rio de Janeiro,RJ,20775-170,contato@agm3solucoes.com.br,,Transporte e Logística,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",10/06/2008,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 300000,00",
09.404.910/0001-04,Auto Posto Sampaio Comercio de Combustiveis Ltda,Posto Delta,Tenente Ary Rauen,1568,Lote 1323 Quadra16,Restinga,Mafra,SC,89302-100,mafra@rededelta.com.br,(47) 3642-0952,Varejo,Comércio varejista de combustíveis para veículos automotores,05/03/2008,Demais,Não optante,Sociedade Empresária Limitada,"R$ 250000,00",
21.695.317/0001-60,Campos Guimaraes Imoveis Ltda,,R Barao de Coromandel,266,,Barreiro de Baixo,Belo Horizonte,MG,30640-060,cgi@campos-guimaraes.com.br,(31) 3291-2200,Imobiliárias,Corretagem no aluguel de imóveis,07/08/1980,Empresa de pequeno porte,Não optante,Sociedade Simples Limitada,"R$ 100000,00",
36.981.797/0001-00,Acqua Telecomunicacoes Ltda,Acqua Telecom,3150,409,Sala 01,Centro,Balneario Camboriu,SC,88330-281,celioalenski@amatelecom.net,(41) 99625-2829,Telecomunicações,Provedores de acesso às redes de comunicações,22/04/2020,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
08.631.856/0001-77,J. A. Viante Servicos de Informatica Ltda,Agencia7 Solucoes Web,Candido Portinari,199,Casa 4,Guabirotuba,Curitiba,PR,81510-360,augusto@agencia7.com,(41) 3077-1981,Eletro-eletrônica,Reparação e manutenção de computadores e de equipamentos periféricos,22/01/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
47.121.389/0001-97,Salvador Imoveis Ltda,,R Felipe Cardoso,491,,Jardim da Saude,São Paulo,SP,04149-080,salvador@salvadorimoveis.com.br,(11) 5058-6655,Construção Civil,Corretagem no aluguel de imóveis,22/07/1975,Micro empresa,Optante,Sociedade Simples Limitada,,
32.246.089/0001-67,Adicon Assessoria Empresarial Eireli,Adicon Sc,2448,693,,Centro,Balneario Camboriu,SC,88330-398,adicon@adicon.com.br,(47) 3366-8692,Serviços Empresariais,Atividades de contabilidade,13/12/2018,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
18.770.112/0001-97,Agil Med Comercio de Medicamentos Ltda.,Agil Med,R Sarmento Leite,876,,Centro Historico,Porto Alegre,RS,90050-170,agilmed@agilmedrs.com.br,,Farmácias,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",03/06/2013,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 100000,00",
23.647.286/0001-05,Up3 Sacolas e Embalagens Ltda,Up3 Sacolas e Embalagens,Joao Pedro Batista,87,Galpao01,Portal,Armazem,SC,88740-000,adm@up3sacolas.com.br,(48) 3645-1635,Mídia e Entretenimento,Impressão de material para outros usos,11/11/2015,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
04.635.118/0001-47,L. M. Baccho & Marques Livraria e Papelaria Ltda,Livraria Maxsigma,Cassiano Ricardo,601,Sala 61 e 63 Edificio One Office Tower,Parque Residencial Aquarius,São José dos Campos,SP,12246-870,sergio@maxsigma.com.br,(12) 99134-2141,Varejo,Comércio varejista de livros,28/08/2001,Empresa de pequeno porte,Excluído,Sociedade Empresária Limitada,"R$ 10000,00",
68.357.615/0001-03,New Soft Informatica Limeira Ltda,New Soft Informatica,R Carlos Gomes,1321,Andar: 3 Patio Office;,Centro,Limeira,SP,13480-013,comercial@ecomex.com.br,(19) 3720-2000,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,13/08/1992,Demais,Não optante,Sociedade Empresária Limitada,"R$ 1556298,00",51-200
36.811.340/0001-40,Grupo Civis Servicos de Portaria e Manutencao Predial Ltda,Grupo Civis,Domenico Baleti,160,,Jardim Piracuama,São Paulo,SP,05763-300,contato@grupocivis.com.br,(11) 99491-5966,Construção Civil,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",30/03/2020,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
34.370.780/0001-83,Fin4health Servicos e Assessoria Financeira em Saude Eireli,Fin4health,Grajau,614,Andar 11 Conj 1113 Sala 02 Edif Office Grajau,Alphaville Centro Industrial e Empresarial/alphavi,Barueri,SP,06454-050,allan.assumpcao@netvitaservicos.com,(15) 99970-4793,Serviços Empresariais,Serviços combinados de escritório e apoio administrativo,30/07/2019,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
09.008.267/0001-08,Unique Taxi Aereo Ltda,Un1que Aviation,Victor Civita,00066,Blc 2 Sal 219,Jacarepagua,Rio de Janeiro,RJ,22775-044,ballini@uniquetour.com.br,(11) 2537-4417,Viagem e Turismo,Serviço de táxi aéreo e locação de aeronaves com tripulação,24/08/2007,Demais,Não optante,Sociedade Empresária Limitada,"R$ 500000,00",
01.207.217/0001-30,Lunes Administradora de Imoveis Eireli,Lunes Administradora de Imoveis,R Arvoredo,S/N,Area 01,Centro,São José,SC,88103-230,hotellunes@hotellunes.com.br,(48) 3241-4444,Imobiliárias,Aluguel de imóveis próprios,21/05/1996,Micro empresa,Excluído,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
28.006.516/0001-62,Combiz Servicos de Informatica Eireli,,Coronel Lucas de Oliveira,1668,Apt 201,Petropolis,Porto Alegre,RS,90460-000,marcoporfiro@combiz.com.br,(51) 99598-1310,Informática,"Portais, provedores de conteúdo e outros serviços de informação na Internet",20/06/2017,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 93700,00",
