CNPJ,razon_social,Nome comercial,Endereço,Número,Complemento,Bairro,Cidade,Estado,Cep,correo_comercial,Telefone,Segmento,Área de atuação,Data de abertura,Porte da empresa,Optante simples nacional,Natureza jurídica,Capital social,Número de funcionários
02.700.591/0001-35,Conceito Tecnologia Ltda,Conceito Tecnologia,Tiradentes,72,,Aratu,Barreiras,BA,47806-166,sostenes@conceitotecnologia.com,(77) 3614-7300,Informática,Desenvolvimento de programas de computador sob encomenda,21/07/1998,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 30000,00",
08.293.600/0001-05,Verga Consultoria Ltda,Verga Sistemas,Alegrete,414,,Sagrada Familia,Belo Horizonte,MG,31035-380,valadao@verga.com.br,(31) 2531-0930,Informática,Desenvolvimento de programas de computador sob encomenda,15/09/2006,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
24.865.031/0001-73,Padron Armada Servicos Tecnicos Ltda,,Doutor Laerte Setubal,625,Apt 194-a,Vila Suzana,São Paulo,SP,05665-010,priscilla.armada@tetratech.com,(11) 3798-9430,Arquitetura,Serviços de desenho técnico relacionados à arquitetura e engenharia,24/05/2016,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 2000,00",
91.626.572/0001-36,Gvdasa Informatica Ltda,,Av Theodomiro Porto da Fonseca,3101,Predio 03,Duque de Caxias,São Leopoldo,RS,93020-080,mobile@gvdasa.com.br,(51) 3591-1700,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,26/06/1987,Demais,Não optante,Sociedade Empresária Limitada,"R$ 300000,00",51-200
02.982.977/0001-87,Linearcode Sistemas e Servicos de Informatica Ltda,Linearcode Software,R Amaral Gama,333,Conj 63,Santana,São Paulo,SP,02018-001,comercial@linearcode.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,12/02/1999,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",11-50
09.307.212/0001-90,Tatica Informatica Ltda.,Tatica Informatica,R 40,20,Sala 314 Cond 110,Vila Santa Cecilia,Volta Redonda,RJ,27260-200,contato@taticaweb.com.br,(24) 3343-6163,Informática,Desenvolvimento de programas de computador sob encomenda,10/01/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
28.379.480/0001-62,Synco Company Internet e Tecnologia Ltda.,Synco,Helena,140,Conj 121,Vila Olimpia,São Paulo,SP,04552-050,info@synco.cc,(11) 3849-9889,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,09/08/2017,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 1000000,00",
11.335.868/0001-69,E.m.a. - Data Sae Informatica Ltda.,Datasae Informatica,Liberdade,120,Sala A,Parque Ipiranga,Catanduva,SP,15803-185,datasae@datasae.com.br,(17) 3525-1924,Informática,Desenvolvimento de programas de computador sob encomenda,18/11/2009,Demais,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
09.304.376/0001-64,Toth - Desenvolvimento Tecnologico Ltda,Toth Life Care,"Av Ipiranga , Predio 99a",6681,Sala 1302-a,Partenon,Porto Alegre,RS,90619-900,alexandre@tothtecnologia.com.br,(51) 3354-1101,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,15/01/2008,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",11-50
05.360.366/0001-95,Paulo Milreu Ltda,,R Sete de Setembro,12-25,Sala 01,Centro,Bauru,SP,17015-032,contato@abcportas.com.br,(11) 4426-3267,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,09/11/2001,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 10000,00",
29.178.879/0001-48,Evolts Instalacoes Eletricas Ltda,Evolts Instalacoes Eletricas,Degas,00400,Bl 004 Apto 1212,Del Castilho,Rio de Janeiro,RJ,20771-580,faleconosco@evolts.com.br,(15) 99653-2901,Serviços Empresariais,Serviços de desenho técnico relacionados à arquitetura e engenharia,29/11/2017,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1002,00",
06.813.664/0001-56,Kiq Desenvolvimento de Software Ltda,Kite,Pc Santa Rita,28,Sala: 46;,Centro,Santa Rita do Sapucaí,MG,37540-000,contato@kitemes.com.br,(35) 3471-7049,Informática,Desenvolvimento de programas de computador sob encomenda,25/06/2004,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
37.368.863/0001-26,Sos Carga Servicos de Locacao e Informatica Ltda,Sos Carga,Rio Verde,171,,Rudge Ramos,São Bernardo do Campo,SP,09629-020,administrativo@soscarga.com.br,(11) 4235-6930,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,09/06/2020,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 35000,00",
35.715.596/0001-90,Lrv Desenvolvimento de Software Ltda,Andragoon Desenvolvimento,Duarte da Costa,276,Casa 01,Parque Imperial,Barueri,SP,06462-120,rodrigo@andragoon.com.br,(11) 4191-1559,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,05/12/2019,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 1000,00",
10.654.550/0001-88,Siac Sistemas Integrados de Automacao Comercial Ltda,C & S Informatica,R 19,53,Quadra52 Lote 01,Jardim Santo Antonio,Goiânia,GO,74853-320,marketing@gruposiac.com.br,(62) 4005-8550,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,20/02/2009,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 20000,00",51-200
10.441.422/0001-56,Wiscon Tecnologia e Contabilidade Ltda,Yes Cursos Profissionalizantes,Antonino Dias Bastos,542,,Centro,Sao Roque,SP,18130-351,financeiro@wiscon.com.br,(11) 4280-0782,Informática,Desenvolvimento de programas de computador sob encomenda,24/10/2008,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 3000,00",
30.921.149/0001-74,Energy Company Desenvolvimento de Software Ltda,Energy Company,General San Martin,2317,Cxpst 56,San Martin,Recife,PE,50761-000,corporativo@energycompany.com.br,(81) 99921-0131,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,13/07/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 50000,00",
10.921.445/0001-68,Simplex Informatica Eireli,Conecta Net,We 11 B,92,Conj Cidade Nova I,Coqueiro,Ananindeua,PA,67130-140,adm02@conectainternet.net.br,(91) 3346-3619,Informática,Desenvolvimento de programas de computador sob encomenda,15/06/2009,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 110000,00",
14.043.789/0001-72,Rafael Gil Silva,,Aibi,33,,Vila Ipojuca,São Paulo,SP,05054-010,rafael@adizes.com.br,(11) 2123-0909,Informática,Desenvolvimento de programas de computador sob encomenda,05/07/2011,Micro empresa,Optante,Empresário Individual,"R$ 1000,00",
34.545.230/0001-58,Robotictech Servico de Tecnologia Ltda,Robotictech,Universitario,Sn,Predio do Critt Box 6 Andar 1,Martelos,Juiz de Fora,MG,36036-900,luis@robotictech.com.br,(48) 99960-1629,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,15/08/2019,Demais,Excluído,Sociedade Empresária Limitada,"R$ 5000,00",
07.803.839/0001-07,G9 Informatica Ltda,,R Selva de Pedra,12,,Chacara Estela,Santana de Parnaíba,SP,06513-115,contato@esteticalecorp.com.br,(11) 4192-2347,Informática,Desenvolvimento de programas de computador sob encomenda,24/10/2005,Micro empresa,Não optante,Sociedade Simples Limitada,"R$ 500,00",
09.025.330/0001-06,"Studio de Outono Eventos, Marketing e Webdesign Ltda -me",,R Opilio de Mello Pinheiro,76,,Novo Mundo,Curitiba,PR,81050-260,contato@ginecologiameninaemulher.com.br,(41) 3343-3549,Informática,Desenvolvimento de programas de computador sob encomenda,23/07/2007,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 5000,00",
03.471.321/0001-62,Tecnill Informatica Ltda,Tecnill Informatica,R Roberto Spemgler,244,,Vila Santo Andre,Campo Grande,MS,79004-070,edvar@tecnill.com.br,(67) 3026-7498,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,27/10/1999,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
25.103.798/0001-28,M Goes Design Ltda.,,General Jardim,482,Conj 122 Andar 12,Vila Buarque,São Paulo,SP,01223-010,mgoes@mgoesad.com,(11) 3237-4821,Serviços Empresariais,Serviços de desenho técnico relacionados à arquitetura e engenharia,29/06/2016,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
03.564.126/0001-87,Pure Solution - Servicos de Informatica Ltda,Pure Solution,R Itambe do Mato Dentro,47,,Jardim Guarani,São Paulo,SP,02851-000,regina@puresolution.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,06/12/1999,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
06.916.682/0001-63,Vobis Web Consultoria e Informatica Ltda.,,R Silvio Bonilha,261,Sala 2,Pirituba,São Paulo,SP,02914-110,buscador@motoresdebusca.com.br,(11) 3977-7227,Informática,Desenvolvimento de programas de computador sob encomenda,26/07/2004,Micro empresa,Não optante,Sociedade Simples Limitada,"R$ 1000,00",
72.624.679/0001-09,Logus Sistemas de Gestao Publica Ltda,Logus Tecnologia,"St Setor de Habitacoes Coletivas Norte, Comercio Local",39,Quadra403 Bloco B Sala 101 Pavmtosuperior,Asa Norte,Brasília,DF,70835-520,walace@logusinfo.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,23/11/1994,Demais,Excluído,Sociedade Empresária Limitada,"R$ 200000,00",
58.359.258/0001-69,Natural Informacao em Tecnologia Ltda,,R Coronel Oscar Porto,203,,Paraiso,São Paulo,SP,04003-000,contato@naturalit.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,03/12/1987,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
18.588.117/0001-01,Cazamba Servicos de Internet Ltda,Cazamba,Urimonduba,155,Apt: 81;,Itaim Bibi,São Paulo,SP,04530-080,financeiro@cazamba.com,(11) 3818-1100,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,30/07/2013,Demais,Não optante,Sociedade Empresária Limitada,"R$ 12000,00",
00.681.946/0001-60,Engesoftware Tecnologia S/a,Engesoftware Tecnologia,"St Scia Quadra 13, Conjunto",04,Lotes 01 e 02,Guara,Brasília,DF,71250-200,comercial@engesoftware.com.br,(61) 3362-5000,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,05/07/1995,Demais,Não optante,Sociedade Anônima Fechada,"R$ 4331500,00",201-500
12.321.503/0001-48,Tapps Tecnologia da Informacao Ltda.,Tapps Games,Brigadeiro Faria Lima,1306,Andar 1 Conj 11-12 Andar 2 Conj 21-22,Jardim Paulistano,São Paulo,SP,01451-001,nfe@tapps.games,(11) 3031-5745,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,06/07/2010,Demais,Não optante,Sociedade Empresária Limitada,"R$ 2000,00",
18.709.800/0001-41,Cwbim Engenharia Ltda,Cwbim Engenharia,Parana,2346,,Bacacheri,Curitiba,PR,82510-000,leandrobrito@cwbim.com.br,(41) 3117-8429,Informática,Desenvolvimento de programas de computador sob encomenda,05/08/2013,Micro empresa,Excluído,Sociedade Empresária Limitada,"R$ 200000,00",
03.829.374/0001-02,Softport - Tecnologia e Sistemas Ltda,,Av Rio Branco,00045,Sal 2114,Centro,Rio de Janeiro,RJ,20090-003,marco@softportgp.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,04/05/2000,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,"R$ 50000,00",
96.760.731/0001-04,Usesoft do Brasil Informatica Ltda,Intersoft,Av Luis Viana,7532,Condominio Cosmopolitan Home Stay e Offices Sala 1306,Alphaville I,Salvador,BA,41701-005,yuri@usesoft.com.br,,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,19/05/1993,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10500,00",
15.064.270/0001-33,Modernizacao Publica e Informatica Ltda,Modernizacao Publica e Informatica Ltda,Prefeito Jose Montes Paixao,1708,Sobrado,Centro,Mesquita,RJ,26553-161,comercial@modernizacaopublica.com.br,(21) 3848-0080,Informática,Desenvolvimento de programas de computador sob encomenda,23/12/2011,Demais,Não optante,Sociedade Empresária Limitada,"R$ 800000,00",
68.029.800/0001-79,V & B Servicos de Informatica Ltda,,Av Paulista,2202,"Conjunto 124,125,126",Cerqueira Cesar,São Paulo,SP,01310-300,rafael.lamari@vbofficeware.com.br,(11) 3254-6200,Informática,Desenvolvimento de programas de computador sob encomenda,28/08/1992,Demais,Excluído,Sociedade Empresária Limitada,"R$ 80000,00",51-200
13.560.772/0001-20,Ideias Virtuais Ltda,Ideias Virtuais,Maria Inacia de Miranda,34,,Inga Alto,Betim,MG,32604-388,contato@ideiasvirtuais.com.br,(31) 2571-3159,Informática,Desenvolvimento de programas de computador sob encomenda,26/04/2011,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
24.126.420/0001-87,Ecosistemas Gestao e Tecnologia Eireli,Ecosistemas,Getulio Vargas,1151,Sala 801,Menino Deus,Porto Alegre,RS,90150-005,gestao@ecosistemas.net.br,(51) 3407-0404,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,05/01/2016,Empresa de pequeno porte,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 100000,00",
59.831.438/0001-64,Drm Servicos de Consultoria Ltda.,,Av General Ataliba Leonel,93,Andar 5 Conj 58,Santana,São Paulo,SP,02033-000,relacionamento@drm.com.br,(11) 3405-6565,Informática,Desenvolvimento de programas de computador sob encomenda,03/11/1988,Demais,Não optante,Sociedade Empresária Limitada,"R$ 4000000,00",
08.038.777/0001-57,Arsoft Consultoria e Desenvolvimento de Softwares Ltda,Arsoft Consultoria,R Bento Munhoz da Rocha Neto,589,Bloco 12 Apto 28,Jd Castelo Branco,Cambé,PR,86186-000,andre@arsoft.com.br,(43) 3356-0404,Informática,Desenvolvimento de programas de computador sob encomenda,25/05/2006,Micro empresa,Não optante,Sociedade Empresária Limitada,"R$ 1000,00",
96.620.257/0001-15,Synergie Consultoria Ltda,,R Jose Julio Maciel,205,,Rancho Grande,Itú,SP,13306-122,joaquim@synergie.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,03/05/1993,Demais,Não optante,Sociedade Empresária Limitada,"R$ 130000,00",51-200
08.032.106/0001-89,Ctrc Sestema Software Eireli,Ville Shop,Pio Xii,324,Quadra01 Lote 03 Sala 01,Rodoviario,Goiania,GO,74430-215,comercial@ctrcsistema.com,(62) 3295-7386,Informática,Desenvolvimento de programas de computador sob encomenda,08/12/2005,Micro empresa,Optante,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),"R$ 200000,00",
08.886.686/0001-71,Angular E-commerce e Pagamentos Digitais Ltda,,Trindade,254,Sala 1414 Andar 14,Bethaville I,Barueri,SP,06404-326,ar@angular-ecommerce.com,(11) 98105-6810,Informática,Desenvolvimento de programas de computador sob encomenda,22/05/2007,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 2000,00",
94.242.807/0001-84,S e I Solucoes em Informatica Ltda,,R Santos Filho,401,Sala 308,Centro,Lajeado,RS,95900-000,alexandre@si.srv.br,(51) 3714-5912,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,17/09/1991,Micro empresa,Optante,Sociedade Empresária Limitada,,3
00.307.877/0001-20,Vision Gestao & Tecnologia Ltda,Sistecom,R Primeiro de Marco,474,Sala 1101,Centro,São Leopoldo,RS,93010-210,miguel.fuentes@visiongi.com.br,(51) 3589-3009,Informática,Desenvolvimento e licenciamento de programas de computador customizáveis,22/11/1994,Demais,Não optante,Empresário Individual,"R$ 20000,00",
17.139.449/0001-38,Ponderatti Tecnologia da Informacao Ltda,Ponderatti Tecnologia,Perpetua,82,,Jd Sao Sebastiao,Hortolandia,SP,13187-167,paulo@ponderatti.com.br,(19) 4141-9559,Informática,Desenvolvimento de programas de computador sob encomenda,16/10/2012,Demais,Optante,Sociedade Empresária Limitada,"R$ 2000,00",
07.206.323/0001-85,Rct Retail Consultoria em Informatica Ltda,Rct Retail,Av Pentagono,200,Sala 18,Alphaville,Santana de Parnaíba,SP,06540-427,contato@titansoftware.com.br,(11) 4191-9848,Informática,Desenvolvimento de programas de computador sob encomenda,21/12/2004,Demais,Não optante,Sociedade Empresária Limitada,"R$ 150000,00",51-200
06.998.434/0001-09,Yotsuba - Informatica Ltda,Yotsuba,R Dr.eduardo Machado Mettelo,245,,Chacara Cachoeira,Campo Grande,MS,79040-830,contato@yotsuba.com.br,(67) 3027-1236,Informática,Desenvolvimento de programas de computador sob encomenda,23/09/2004,Micro empresa,Não optante,Sociedade Empresária Limitada,,
10.214.465/0001-07,Prodweb.com Criacao de Sistemas Ltda,Prodweb,R Tenente Viotti,424,F,Centro,Passa Quatro,MG,37460-000,contato@prodweb.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,24/07/2008,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 5000,00",
30.089.779/0001-24,Mobibuzz Tecnologia da Informacao Ltda,Mobibuzz,Djalma Batista,1661,Sala 1.110 Edif Business Tower Millennium Center,Chapada,Manaus,AM,69050-970,max@mobibuzz.com.br,(92) 99170-9673,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,03/04/2018,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
03.526.212/0001-03,Concatenum.com Consultoria e Desenvolvimento de Software Ltda,,Santo Alberto,449,,Vila Sao Pedro,São Paulo,SP,04676-042,denis@concatenum.com,(11) 96747-7208,Informática,Desenvolvimento e licenciamento de programas de computador não customizáveis,22/11/1999,Micro empresa,Optante,Sociedade Empresária Limitada,"R$ 500,00",
85.240.000/0001-11,Interfoc Sistemas Ltda,,R Joao Paulo I,22,e,Santa Maria,Chapecó,SC,89812-510,interfoc@interfoc.com.br,(49) 3330-2900,Informática,Desenvolvimento de programas de computador sob encomenda,07/02/1992,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,,
03.652.574/0001-32,Rmosca Desenvolvimento e Treinamento Ltda,Amt Solucoes,Av Miro Vetorazzo,115,Casa 47,Dermarchi,São Bernardo do Campo,SP,09820-135,renato@amtsol.com.br,,Informática,Desenvolvimento de programas de computador sob encomenda,15/02/2000,Micro empresa,Optante,Sociedade Simples Limitada,"R$ 2000,00",
07.730.442/0001-32,Avantti 2006 Informatica Ltda.,Avantti Informatica,Conde de Bonfim,00232,Sal 602 Sal 603 Sal 604,Tijuca,Rio de Janeiro,RJ,20520-054,simone@avantti.com.br,(21) 3978-6034,Informática,Desenvolvimento de programas de computador sob encomenda,29/11/2005,Empresa de pequeno porte,Optante,Sociedade Empresária Limitada,"R$ 10000,00",
00.108.780/0001-98,A.s. Sistemas de Informatica Ltda,Ansata Unimax Informatica,R Duque de Caxias,767,,Sao Francisco,Curitiba,PR,80530-040,sandro@ansata.com.br,(41) 3078-2940,Informática,Desenvolvimento e licenciamento de programas de computador não-customizáveis,01/07/1994,Empresa de pequeno porte,Não optante,Sociedade Empresária Limitada,,
